dose	dose_unit	time	time_unit	pc	IRS_per_vol	nad	nadh	nadh_nad	nadh_ratio	atp	fbp_dhap_grap	g6p	adp	atp_adp	atp_ratio	dhap	lac	pyr	pg3	f26bp	pep	pg2	f6p	fbp	grap	phos	unit	measurement	species	study	experiment
16.7	mM 	4.5	min	3.0	0.023277153337199392																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	4.6	min	3.0	0.02257402787868304																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	4.700000000000001	min	3.0	0.021883237954526617																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	4.800000000000001	min	3.0	0.021193270399327523																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	4.9	min	3.0	0.02046218439626198																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	5.0	min	3.0	0.01975001287921464																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	5.1	min	3.0	0.01896218341809375																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	5.200000000000001	min	3.0	0.018197380287777714																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	5.300000000000001	min	3.0	0.017322379717179582																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	5.4	min	3.0	0.016556754217906214																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	5.5	min	3.0	0.015679286540436092																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	5.6	min	3.0	0.014952312382157194																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	5.700000000000001	min	3.0	0.01425494350634214																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	5.800000000000001	min	3.0	0.01358717991299057																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	5.9	min	3.0	0.012995896632671332																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	6.000000000000002	min	3.0	0.012473692344767369																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	6.1	min	3.0	0.01202221178719371																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	6.200000000000001	min	3.0	0.011641454959950349																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	6.299999999999999	min	3.0	0.01132731001825028																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	6.4	min	3.0	0.011007408493849633																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	6.500000000000002	min	3.0	0.010711355669211168																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	6.6	min	3.0	0.010464644982012446																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	6.700000000000001	min	3.0	0.010210532974197764																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	6.799999999999999	min	3.0	0.00995724333534041																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	6.9	min	3.0	0.009707243172312372																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	7.000000000000002	min	3.0	0.0094506640576257																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	7.1	min	3.0	0.009320729762367707																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	7.200000000000001	min	3.0	0.009127473057395374																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	7.299999999999999	min	3.0	0.00893668345929503																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	7.4	min	3.0	0.008768920191999898																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	7.500000000000002	min	3.0	0.008648031955272525																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	7.6	min	3.0	0.008522209504801178																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	7.700000000000001	min	3.0	0.008389808102671197																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	7.799999999999999	min	3.0	0.008319906741298226																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	7.9	min	3.0	0.008198278372509256																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	8.000000000000002	min	3.0	0.008077883557155916																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	8.1	min	3.0	0.008008640090949171																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	8.200000000000001	min	3.0	0.007869906447847757																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	8.299999999999999	min	3.0	0.007778376782897032																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	8.4	min	3.0	0.0076795280342260765																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	8.500000000000002	min	3.0	0.007592356924749195																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	8.6	min	3.0	0.007525580565414074																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	8.700000000000001	min	3.0	0.007524182538186615																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	8.799999999999999	min	3.0	0.0074035410121464406																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	8.9	min	3.0	0.007416452204776507																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	9.000000000000002	min	3.0	0.0074853667234006825																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	9.1	min	3.0	0.0075215509575231616																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	9.2	min	3.0	0.00754720886899183																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	9.3	min	3.0	0.0076089687776872425																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	9.4	min	3.0	0.007723360299651717																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	9.500000000000002	min	3.0	0.007795728767896675																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	9.6	min	3.0	0.007916452530832582																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	9.7	min	3.0	0.008042439455095396																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	9.8	min	3.0	0.008169742169689936																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	9.9	min	3.0	0.008291946196749037																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	10.000000000000002	min	3.0	0.008442439715940258																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	10.1	min	3.0	0.008640630634656563																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	10.2	min	3.0	0.008818262329439644																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	10.3	min	3.0	0.00906990723038234																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	10.4	min	3.0	0.00920724284625593																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	10.500000000000002	min	3.0	0.009453953533455017																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	10.6	min	3.0	0.009638986548854056																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	10.7	min	3.0	0.009833065622783719																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	10.8	min	3.0	0.010007407841737481																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	10.9	min	3.0	0.010092934213299706																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	11.000000000000002	min	3.0	0.010193263226093853																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	11.1	min	3.0	0.010282901442442722																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	11.2	min	3.0	0.010335533055711419																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	11.3	min	3.0	0.010460533137225801																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	11.4	min	3.0	0.010463000244097787																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	11.500000000000002	min	3.0	0.010533723974427724																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	11.6	min	3.0	0.010579776636038516																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	11.7	min	3.0	0.010569908208550567																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	11.8	min	3.0	0.0106019805978864																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	11.9	min	3.0	0.010675171435088688																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	12.000000000000002	min	3.0	0.010690796445277942																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	12.1	min	3.0	0.010686684600491296																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	12.2	min	3.0	0.010685862231533966																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	12.3	min	3.0	0.010566618732721252																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	12.4	min	3.0	0.01057813189812386																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	12.500000000000002	min	3.0	0.010574020053337213																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	12.6	min	3.0	0.010574842422294542																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	12.7	min	3.0	0.010574842422294542																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	12.8	min	3.0	0.010575664791251872																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	12.9	min	3.0	0.010572375315422555																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	13.000000000000002	min	3.0	0.010628296404520569																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	13.1	min	3.0	0.010688329338405954																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	13.2	min	3.0	0.010706421455467194																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	13.3	min	3.0	0.01080675046826134																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	13.4	min	3.0	0.010841289964469161																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	13.500000000000002	min	3.0	0.010952309773708587																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	13.6	min	3.0	0.011006586124892304																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	13.7	min	3.0	0.011071553272521302																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	13.8	min	3.0	0.01113487568223564																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	13.9	min	3.0	0.011198198091949978																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	14.000000000000002	min	3.0	0.011257408656877672																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	14.1	min	3.0	0.011246717860432395																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	14.2	min	3.0	0.011291948153085494																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	14.3	min	3.0	0.011380764000477033																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	14.4	min	3.0	0.011351981086970515																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	14.500000000000002	min	3.0	0.011452310099764662																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	14.6	min	3.0	0.011481093013271179																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	14.7	min	3.0	0.011531257519668252																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	14.8	min	3.0	0.011657079970139601																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	14.9	min	3.0	0.011782080051653621																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	15.000000000000002	min	3.0	0.011917770929612917																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	15.1	min	3.0	0.012140632917049095																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	15.2	min	3.0	0.012362672535527945																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	15.3	min	3.0	0.01258142267817748																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	15.4	min	3.0	0.01284622548243744																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	15.500000000000002	min	3.0	0.01304112692532443																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	15.6	min	3.0	0.013288659981480117																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	15.7	min	3.0	0.013467936414177855																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	15.8	min	3.0	0.013541949620337472																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	15.9	min	3.0	0.013628298360857024																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	16.0	min	3.0	0.01351892328953262																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	16.1	min	3.0	0.013396390314890589																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	16.200000000000003	min	3.0	0.01323520599925409																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	16.299999999999997	min	3.0	0.012991784787884686																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	16.4	min	3.0	0.01274013988694199																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	16.5	min	3.0	0.012490139723913952																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	16.6	min	3.0	0.012354448845954654																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	16.700000000000003	min	3.0	0.012097869731267983																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	16.799999999999997	min	3.0	0.011953955163735397																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	16.9	min	3.0	0.01193257357084484																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	17.0	min	3.0	0.011921060405442234																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	17.1	min	3.0	0.012018922311364392																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	17.200000000000003	min	3.0	0.012090468410652023																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	17.299999999999997	min	3.0	0.012268100105435102																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	17.4	min	3.0	0.012454777858748801																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	17.5	min	3.0	0.01257155425068953																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	17.6	min	3.0	0.012744251731728636																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	17.700000000000003	min	3.0	0.012928462378170346																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	17.799999999999997	min	3.0	0.013018922963476544																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	17.9	min	3.0	0.013060041411342998																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	18.0	min	3.0	0.013153791472478513																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	18.1	min	3.0	0.013183396754942359																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	18.200000000000003	min	3.0	0.013060863780300327																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	18.3	min	3.0	0.01306826510091629																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	18.4	min	3.0	0.013035370342623127																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	18.5	min	3.0	0.012939975543572953																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	18.6	min	3.0	0.012942442650444941																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	18.700000000000003	min	3.0	0.013019745332433873																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	18.8	min	3.0	0.013099515121294794																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	18.9	min	3.0	0.013262344174845949																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	19.0	min	3.0	0.013452311403988967																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	19.1	min	3.0	0.013769745821517987																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	19.200000000000003	min	3.0	0.014147213172932032																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	19.3	min	3.0	0.014543595010364646																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	19.4	min	3.0	0.014973693975047386																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	19.5	min	3.0	0.015313332354424293																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
